step,t,max_u
3208,1.50375000e+01,3.4689553426712588e-01
3209,1.50421875e+01,3.4688098849226828e-01
3210,1.50468750e+01,3.4688991610658487e-01
3211,1.50515625e+01,3.4688014432814379e-01
3212,1.50562500e+01,3.4688923261223470e-01
3213,1.50609375e+01,3.4688864390951135e-01
3214,1.50656250e+01,3.4689155409560746e-01
3215,1.50703125e+01,3.4688498994154482e-01
3216,1.50750000e+01,3.4688936955044680e-01
3217,1.50796875e+01,3.4689181049173390e-01
3218,1.50843750e+01,3.4689629822473766e-01
3219,1.50890625e+01,3.4689121753527496e-01
3220,1.50937500e+01,3.4689922088295494e-01
3221,1.50984375e+01,3.4689120059395018e-01
3222,1.51031250e+01,3.4689899467680130e-01
3223,1.51078125e+01,3.4689587079890360e-01
3224,1.51125000e+01,3.4689207692146118e-01
3225,1.51171875e+01,3.4689839954000007e-01
3226,1.51218750e+01,3.4689662209617150e-01
3227,1.51265625e+01,3.4689826075948699e-01
3228,1.51312500e+01,3.4690091755498514e-01
3229,1.51359375e+01,3.4690097000031522e-01
3230,1.51406250e+01,3.4689233383952844e-01
3231,1.51453125e+01,3.4689538894846805e-01
3232,1.51500000e+01,3.4689320282522368e-01
3233,1.51546875e+01,3.4688858247174958e-01
3234,1.51593750e+01,3.4689668803594947e-01
3235,1.51640625e+01,3.4688852481727028e-01
3236,1.51687500e+01,3.4689449842020764e-01
3237,1.51734375e+01,3.4687841298939320e-01
3238,1.51781250e+01,3.4688537225853855e-01
3239,1.51828125e+01,3.4686876638375042e-01
3240,1.51875000e+01,3.4688681636734336e-01
3241,1.51921875e+01,3.4687768390514778e-01
3242,1.51968750e+01,3.4688575917511133e-01
3243,1.52015625e+01,3.4688769488118776e-01
3244,1.52062500e+01,3.4689063836590095e-01
3245,1.52109375e+01,3.4689076628779264e-01
3246,1.52156250e+01,3.4687877028263964e-01
3247,1.52203125e+01,3.4689058235697628e-01
3248,1.52250000e+01,3.4689507771147143e-01
3249,1.52296875e+01,3.4688953687236540e-01
3250,1.52343750e+01,3.4689027142671053e-01
3251,1.52390625e+01,3.4689840199544808e-01
3252,1.52437500e+01,3.4689117924239665e-01
3253,1.52484375e+01,3.4689269375546772e-01
3254,1.52531250e+01,3.4689558541399201e-01
3255,1.52578125e+01,3.4689623187435342e-01
3256,1.52625000e+01,3.4689632693831890e-01
3257,1.52671875e+01,3.4689556826570539e-01
3258,1.52718750e+01,3.4688836541653029e-01
3259,1.52765625e+01,3.4689687839511291e-01
3260,1.52812500e+01,3.4688998947540123e-01
3261,1.52859375e+01,3.4689463315268981e-01
3262,1.52906250e+01,3.4688612074960351e-01
3263,1.52953125e+01,3.4689333369452358e-01
3264,1.53000000e+01,3.4688525322901365e-01
3265,1.53046875e+01,3.4689006248814913e-01
3266,1.53093750e+01,3.4688255468012147e-01
3267,1.53140625e+01,3.4689668210193203e-01
3268,1.53187500e+01,3.4689579487502492e-01
3269,1.53234375e+01,3.4689665273083592e-01
3270,1.53281250e+01,3.4688913252881415e-01
3271,1.53328125e+01,3.4689931928654516e-01
3272,1.53375000e+01,3.4688227806472094e-01
3273,1.53421875e+01,3.4690123184651162e-01
3274,1.53468750e+01,3.4687609958352861e-01
3275,1.53515625e+01,3.4690219910435433e-01
3276,1.53562500e+01,3.4688594401316059e-01
3277,1.53609375e+01,3.4689971542731113e-01
3278,1.53656250e+01,3.4688413623768311e-01
3279,1.53703125e+01,3.4690661981394788e-01
3280,1.53750000e+01,3.4689075480955928e-01
3281,1.53796875e+01,3.4690201694060951e-01
3282,1.53843750e+01,3.4688515311892065e-01
3283,1.53890625e+01,3.4690864687448231e-01
3284,1.53937500e+01,3.4688270210971617e-01
3285,1.53984375e+01,3.4690488833877525e-01
3286,1.54031250e+01,3.4688585362971003e-01
3287,1.54078125e+01,3.4690813387958480e-01
3288,1.54125000e+01,3.4689130562793663e-01
3289,1.54171875e+01,3.4691461014730079e-01
3290,1.54218750e+01,3.4688720620996955e-01
3291,1.54265625e+01,3.4691097758319761e-01
3292,1.54312500e+01,3.4689261090266499e-01
3293,1.54359375e+01,3.4691252574875553e-01
3294,1.54406250e+01,3.4689366153112050e-01
3295,1.54453125e+01,3.4691048066239549e-01
3296,1.54500000e+01,3.4689110498051001e-01
3297,1.54546875e+01,3.4690266399111647e-01
3298,1.54593750e+01,3.4688782041911109e-01
3299,1.54640625e+01,3.4689487310943073e-01
3300,1.54687500e+01,3.4688919054135015e-01
3301,1.54734375e+01,3.4689746375361868e-01
3302,1.54781250e+01,3.4688684407517861e-01
3303,1.54828125e+01,3.4690063235272939e-01
3304,1.54875000e+01,3.4688897188421269e-01
3305,1.54921875e+01,3.4690073843359714e-01
3306,1.54968750e+01,3.4688818314721259e-01
3307,1.55015625e+01,3.4690459230950510e-01
3308,1.55062500e+01,3.4688319965872833e-01
3309,1.55109375e+01,3.4689836639720995e-01
3310,1.55156250e+01,3.4689320233382143e-01
3311,1.55203125e+01,3.4689781998556696e-01
3312,1.55250000e+01,3.4688914842085727e-01
3313,1.55296875e+01,3.4690141531608226e-01
3314,1.55343750e+01,3.4688656494174203e-01
3315,1.55390625e+01,3.4689572948757330e-01
3316,1.55437500e+01,3.4688582742140034e-01
3317,1.55484375e+01,3.4689738761294531e-01
3318,1.55531250e+01,3.4688452345947818e-01
3319,1.55578125e+01,3.4688672353735667e-01
3320,1.55625000e+01,3.4688006814426547e-01
3321,1.55671875e+01,3.4688639283242856e-01
3322,1.55718750e+01,3.4688440723458552e-01
3323,1.55765625e+01,3.4688887273814245e-01
3324,1.55812500e+01,3.4687781441115273e-01
3325,1.55859375e+01,3.4689572947881547e-01
3326,1.55906250e+01,3.4688231093988986e-01
3327,1.55953125e+01,3.4689468553874792e-01
3328,1.56000000e+01,3.4688313158678935e-01
3329,1.56046875e+01,3.4689438260882655e-01
3330,1.56093750e+01,3.4688831928063796e-01
3331,1.56140625e+01,3.4689240555617801e-01
3332,1.56187500e+01,3.4688564146265094e-01
3333,1.56234375e+01,3.4689099975129162e-01
3334,1.56281250e+01,3.4688611777058276e-01
3335,1.56328125e+01,3.4688498470949175e-01
3336,1.56375000e+01,3.4688741884269597e-01
3337,1.56421875e+01,3.4688739107834415e-01
3338,1.56468750e+01,3.4688815188333255e-01
3339,1.56515625e+01,3.4689718495290744e-01
3340,1.56562500e+01,3.4689423031465683e-01
3341,1.56609375e+01,3.4689529289270077e-01
3342,1.56656250e+01,3.4688829692932793e-01
3343,1.56703125e+01,3.4689938944161058e-01
3344,1.56750000e+01,3.4689223326293483e-01
3345,1.56796875e+01,3.4689937621601497e-01
3346,1.56843750e+01,3.4688600935178737e-01
3347,1.56890625e+01,3.4689848029572190e-01
3348,1.56937500e+01,3.4688504909647938e-01
3349,1.56984375e+01,3.4689177244229641e-01
3350,1.57031250e+01,3.4688316887388670e-01
3351,1.57078125e+01,3.4689439756920870e-01
3352,1.57125000e+01,3.4688801523541141e-01
3353,1.57171875e+01,3.4689545915561659e-01
3354,1.57218750e+01,3.4688420974505874e-01
3355,1.57265625e+01,3.4690292199645945e-01
3356,1.57312500e+01,3.4687840499485745e-01
3357,1.57359375e+01,3.4689997612852308e-01
3358,1.57406250e+01,3.4688344971343799e-01
3359,1.57453125e+01,3.4690733201583807e-01
3360,1.57500000e+01,3.4689079656393340e-01
3361,1.57546875e+01,3.4690855040868518e-01
3362,1.57593750e+01,3.4688943927221266e-01
3363,1.57640625e+01,3.4690438171739957e-01
3364,1.57687500e+01,3.4689153492519131e-01
3365,1.57734375e+01,3.4690666009360033e-01
3366,1.57781250e+01,3.4689542488137393e-01
3367,1.57828125e+01,3.4689576556728180e-01
3368,1.57875000e+01,3.4690322806213569e-01
3369,1.57921875e+01,3.4690029081816232e-01
3370,1.57968750e+01,3.4689280765289088e-01
3371,1.58015625e+01,3.4689353790108990e-01
3372,1.58062500e+01,3.4688568910713419e-01
3373,1.58109375e+01,3.4688453968307248e-01
3374,1.58156250e+01,3.4688630330530934e-01
3375,1.58203125e+01,3.4689084213460453e-01
3376,1.58250000e+01,3.4689529925665019e-01
3377,1.58296875e+01,3.4688062861235158e-01
3378,1.58343750e+01,3.4689742285967773e-01
3379,1.58390625e+01,3.4688386831896068e-01
3380,1.58437500e+01,3.4689966734940120e-01
3381,1.58484375e+01,3.4688495058047919e-01
3382,1.58531250e+01,3.4690455106965923e-01
3383,1.58578125e+01,3.4688629244273939e-01
3384,1.58625000e+01,3.4689760826991206e-01
3385,1.58671875e+01,3.4688074558875426e-01
3386,1.58718750e+01,3.4690078532112839e-01
3387,1.58765625e+01,3.4688709339383528e-01
3388,1.58812500e+01,3.4689875872387205e-01
3389,1.58859375e+01,3.4689169257202579e-01
3390,1.58906250e+01,3.4690357318397957e-01
3391,1.58953125e+01,3.4689127578930173e-01
3392,1.59000000e+01,3.4690509388705132e-01
3393,1.59046875e+01,3.4689024238793958e-01
3394,1.59093750e+01,3.4690345342788503e-01
3395,1.59140625e+01,3.4688214832284964e-01
3396,1.59187500e+01,3.4690046384481521e-01
3397,1.59234375e+01,3.4688891286887447e-01
3398,1.59281250e+01,3.4689444384204698e-01
3399,1.59328125e+01,3.4688410712847417e-01
3400,1.59375000e+01,3.4688868377328597e-01
3401,1.59421875e+01,3.4688206112589021e-01
3402,1.59468750e+01,3.4688613393437384e-01
3403,1.59515625e+01,3.4687883372210221e-01
3404,1.59562500e+01,3.4689297084716769e-01
3405,1.59609375e+01,3.4688311346844586e-01
3406,1.59656250e+01,3.4688907862379315e-01
3407,1.59703125e+01,3.4688349068310237e-01
3408,1.59750000e+01,3.4689081799984578e-01
3409,1.59796875e+01,3.4689496674608389e-01
3410,1.59843750e+01,3.4688808893927919e-01
3411,1.59890625e+01,3.4688527324687751e-01
3412,1.59937500e+01,3.4689560342558473e-01
3413,1.59984375e+01,3.4688255050945721e-01
3414,1.60031250e+01,3.4688990958126481e-01
3415,1.60078125e+01,3.4688610903222805e-01
3416,1.60125000e+01,3.4689669793886518e-01
3417,1.60171875e+01,3.4689353910033571e-01
3418,1.60218750e+01,3.4688593008412755e-01
3419,1.60265625e+01,3.4688859396468646e-01
3420,1.60312500e+01,3.4688819422548584e-01
3421,1.60359375e+01,3.4688643508434086e-01
3422,1.60406250e+01,3.4689162428700770e-01
3423,1.60453125e+01,3.4688425164787512e-01
3424,1.60500000e+01,3.4688785780383835e-01
3425,1.60546875e+01,3.4689203700928273e-01
3426,1.60593750e+01,3.4689102750020834e-01
3427,1.60640625e+01,3.4689009239596974e-01
3428,1.60687500e+01,3.4688949046682149e-01
3429,1.60734375e+01,3.4688052691930060e-01
3430,1.60781250e+01,3.4688664855643231e-01
3431,1.60828125e+01,3.4687537174503069e-01
3432,1.60875000e+01,3.4688139375097909e-01
3433,1.60921875e+01,3.4687779407899394e-01
3434,1.60968750e+01,3.4687777785569107e-01
3435,1.61015625e+01,3.4688019139313592e-01
3436,1.61062500e+01,3.4687986887470529e-01
3437,1.61109375e+01,3.4687519419770735e-01
3438,1.61156250e+01,3.4687612517886601e-01
3439,1.61203125e+01,3.4688381618653397e-01
3440,1.61250000e+01,3.4688108569255105e-01
3441,1.61296875e+01,3.4688084209576298e-01
3442,1.61343750e+01,3.4688009736642300e-01
3443,1.61390625e+01,3.4688544488401779e-01
3444,1.61437500e+01,3.4687731295099816e-01
3445,1.61484375e+01,3.4688559949686387e-01
3446,1.61531250e+01,3.4688654877428826e-01
3447,1.61578125e+01,3.4688473774172679e-01
3448,1.61625000e+01,3.4688560077503472e-01
3449,1.61671875e+01,3.4688479605840111e-01
3450,1.61718750e+01,3.4688987664148846e-01
3451,1.61765625e+01,3.4688690066367112e-01
3452,1.61812500e+01,3.4689203347944414e-01
3453,1.61859375e+01,3.4688370519195028e-01
3454,1.61906250e+01,3.4689003041798083e-01
3455,1.61953125e+01,3.4688948212381043e-01
3456,1.62000000e+01,3.4688736718993102e-01
3457,1.62046875e+01,3.4688198530651815e-01
3458,1.62093750e+01,3.4689500144473173e-01
3459,1.62140625e+01,3.4688240920743341e-01
3460,1.62187500e+01,3.4689031701723760e-01
3461,1.62234375e+01,3.4688995691985264e-01
3462,1.62281250e+01,3.4689205106807325e-01
3463,1.62328125e+01,3.4689154688206986e-01
3464,1.62375000e+01,3.4689372317625516e-01
3465,1.62421875e+01,3.4689424038514849e-01
3466,1.62468750e+01,3.4688976074985295e-01
3467,1.62515625e+01,3.4689645640719552e-01
3468,1.62562500e+01,3.4689506497840561e-01
3469,1.62609375e+01,3.4689536241665753e-01
3470,1.62656250e+01,3.4689099664147471e-01
3471,1.62703125e+01,3.4689495775469958e-01
3472,1.62750000e+01,3.4689456417091796e-01
3473,1.62796875e+01,3.4689963558230286e-01
3474,1.62843750e+01,3.4689392048412526e-01
3475,1.62890625e+01,3.4689926058050408e-01
3476,1.62937500e+01,3.4688946880303168e-01
3477,1.62984375e+01,3.4689504056063736e-01
3478,1.63031250e+01,3.4689378184342534e-01
3479,1.63078125e+01,3.4689410446500896e-01
3480,1.63125000e+01,3.4688734017662404e-01
3481,1.63171875e+01,3.4688710601218964e-01
3482,1.63218750e+01,3.4688621514518264e-01
3483,1.63265625e+01,3.4689549283704946e-01
3484,1.63312500e+01,3.4689439131407812e-01
3485,1.63359375e+01,3.4689873674437455e-01
3486,1.63406250e+01,3.4689136508241081e-01
3487,1.63453125e+01,3.4689241016564049e-01
3488,1.63500000e+01,3.4689078870045886e-01
3489,1.63546875e+01,3.4689519386164941e-01
3490,1.63593750e+01,3.4689735317403286e-01
3491,1.63640625e+01,3.4690388456921195e-01
3492,1.63687500e+01,3.4689240633838042e-01
3493,1.63734375e+01,3.4688909577917265e-01
3494,1.63781250e+01,3.4688484547926535e-01
3495,1.63828125e+01,3.4689459220192009e-01
3496,1.63875000e+01,3.4689617528085392e-01
3497,1.63921875e+01,3.4689963127992346e-01
3498,1.63968750e+01,3.4689338520988172e-01
3499,1.64015625e+01,3.4690441284435458e-01
3500,1.64062500e+01,3.4688246661679639e-01
3501,1.64109375e+01,3.4689929400645608e-01
3502,1.64156250e+01,3.4688364995626125e-01
3503,1.64203125e+01,3.4690285273693289e-01
3504,1.64250000e+01,3.4688406331013688e-01
3505,1.64296875e+01,3.4690816208627950e-01
3506,1.64343750e+01,3.4688407096351709e-01
3507,1.64390625e+01,3.4690243071793747e-01
3508,1.64437500e+01,3.4689727561663364e-01
3509,1.64484375e+01,3.4690652961349883e-01
3510,1.64531250e+01,3.4688906362266203e-01
3511,1.64578125e+01,3.4690721693162818e-01
3512,1.64625000e+01,3.4689737916519658e-01
3513,1.64671875e+01,3.4690732495182891e-01
3514,1.64718750e+01,3.4689528885085824e-01
3515,1.64765625e+01,3.4690233840601359e-01
3516,1.64812500e+01,3.4688915325020392e-01
3517,1.64859375e+01,3.4689197265337118e-01
3518,1.64906250e+01,3.4688531160742042e-01
3519,1.64953125e+01,3.4689262299118451e-01
3520,1.65000000e+01,3.4688725723925462e-01
3521,1.65046875e+01,3.4689724673938366e-01
3522,1.65093750e+01,3.4688555414122108e-01
3523,1.65140625e+01,3.4689848421809838e-01
3524,1.65187500e+01,3.4689282946841415e-01
3525,1.65234375e+01,3.4690167554647500e-01
3526,1.65281250e+01,3.4688721645969151e-01
3527,1.65328125e+01,3.4689913005710316e-01
3528,1.65375000e+01,3.4689305683369276e-01
3529,1.65421875e+01,3.4690632662808096e-01
3530,1.65468750e+01,3.4688443044014627e-01
3531,1.65515625e+01,3.4690198440147529e-01
3532,1.65562500e+01,3.4688952583453148e-01
3533,1.65609375e+01,3.4689119919296574e-01
3534,1.65656250e+01,3.4689592501312100e-01
3535,1.65703125e+01,3.4690260585497928e-01
3536,1.65750000e+01,3.4689851529730342e-01
3537,1.65796875e+01,3.4690951554375998e-01
3538,1.65843750e+01,3.4689330172819560e-01
3539,1.65890625e+01,3.4690877704614831e-01
3540,1.65937500e+01,3.4689164527356303e-01
3541,1.65984375e+01,3.4690224068276226e-01
3542,1.66031250e+01,3.4689336917370051e-01
3543,1.66078125e+01,3.4690897361400375e-01
3544,1.66125000e+01,3.4689201239017392e-01
3545,1.66171875e+01,3.4690535005159917e-01
3546,1.66218750e+01,3.4689726966264056e-01
3547,1.66265625e+01,3.4691007657695605e-01
3548,1.66312500e+01,3.4689801272231774e-01
3549,1.66359375e+01,3.4690562238204159e-01
3550,1.66406250e+01,3.4689918292610439e-01
3551,1.66453125e+01,3.4691413744446364e-01
3552,1.66500000e+01,3.4689691975649861e-01
3553,1.66546875e+01,3.4692010148158331e-01
3554,1.66593750e+01,3.4689929048650192e-01
3555,1.66640625e+01,3.4691982320994874e-01
3556,1.66687500e+01,3.4690430392229377e-01
3557,1.66734375e+01,3.4691793188100989e-01
3558,1.66781250e+01,3.4690573339998859e-01
3559,1.66828125e+01,3.4690503944007511e-01
3560,1.66875000e+01,3.4689747548513078e-01
3561,1.66921875e+01,3.4690388582987536e-01
3562,1.66968750e+01,3.4689457112629235e-01
3563,1.67015625e+01,3.4690274458714748e-01
3564,1.67062500e+01,3.4690406416853381e-01
3565,1.67109375e+01,3.4690687870044901e-01
3566,1.67156250e+01,3.4690300986715805e-01
3567,1.67203125e+01,3.4690775144914826e-01
3568,1.67250000e+01,3.4689735429612478e-01
3569,1.67296875e+01,3.4690618172947968e-01
3570,1.67343750e+01,3.4689870904008085e-01
3571,1.67390625e+01,3.4690978296892122e-01
3572,1.67437500e+01,3.4689872331883237e-01
3573,1.67484375e+01,3.4689633824312760e-01
3574,1.67531250e+01,3.4689132307613590e-01
3575,1.67578125e+01,3.4690024717771306e-01
3576,1.67625000e+01,3.4689518317614687e-01
3577,1.67671875e+01,3.4689010252460700e-01
3578,1.67718750e+01,3.4690094525512166e-01
3579,1.67765625e+01,3.4689945915201853e-01
3580,1.67812500e+01,3.4689657686800052e-01
3581,1.67859375e+01,3.4690022931040032e-01
3582,1.67906250e+01,3.4689689339935603e-01
3583,1.67953125e+01,3.4689114505055341e-01
3584,1.68000000e+01,3.4689701009489776e-01
3585,1.68046875e+01,3.4690158736179105e-01
3586,1.68093750e+01,3.4689846892853798e-01
3587,1.68140625e+01,3.4690238922647637e-01
3588,1.68187500e+01,3.4689313680334960e-01
3589,1.68234375e+01,3.4690013559272626e-01
3590,1.68281250e+01,3.4689331410302049e-01
3591,1.68328125e+01,3.4688868162337366e-01
3592,1.68375000e+01,3.4690788766632419e-01
3593,1.68421875e+01,3.4689784883162161e-01
3594,1.68468750e+01,3.4690216911667898e-01
3595,1.68515625e+01,3.4690705551032897e-01
3596,1.68562500e+01,3.4690444018987932e-01
3597,1.68609375e+01,3.4689379756654964e-01
3598,1.68656250e+01,3.4690216446078370e-01
3599,1.68703125e+01,3.4690348866408743e-01
3600,1.68750000e+01,3.4690017781086513e-01
3601,1.68796875e+01,3.4690633625136369e-01
3602,1.68843750e+01,3.4689281868913346e-01
3603,1.68890625e+01,3.4690761617266952e-01
3604,1.68937500e+01,3.4689363394674788e-01
3605,1.68984375e+01,3.4690197592780692e-01
3606,1.69031250e+01,3.4689138786037826e-01
3607,1.69078125e+01,3.4688772203624035e-01
3608,1.69125000e+01,3.4689833400228492e-01
3609,1.69171875e+01,3.4689153037243448e-01
3610,1.69218750e+01,3.4690324513850268e-01
3611,1.69265625e+01,3.4689857861221068e-01
3612,1.69312500e+01,3.4691042216828494e-01
3613,1.69359375e+01,3.4689547150471051e-01
3614,1.69406250e+01,3.4690056038929440e-01
3615,1.69453125e+01,3.4690083332466704e-01
3616,1.69500000e+01,3.4689964936038892e-01
3617,1.69546875e+01,3.4688744562959578e-01
3618,1.69593750e+01,3.4689796743308787e-01
3619,1.69640625e+01,3.4688539859086004e-01
3620,1.69687500e+01,3.4689465120991952e-01
3621,1.69734375e+01,3.4688300515203718e-01
3622,1.69781250e+01,3.4688692806497085e-01
3623,1.69828125e+01,3.4688623673364377e-01
3624,1.69875000e+01,3.4688152174191927e-01
3625,1.69921875e+01,3.4688539281794978e-01
3626,1.69968750e+01,3.4688248556739881e-01
3627,1.70015625e+01,3.4689239904039371e-01
3628,1.70062500e+01,3.4687513535959941e-01
3629,1.70109375e+01,3.4689665998432784e-01
3630,1.70156250e+01,3.4687813123841982e-01
3631,1.70203125e+01,3.4689683289805939e-01
3632,1.70250000e+01,3.4687729978916204e-01
3633,1.70296875e+01,3.4689849777213055e-01
3634,1.70343750e+01,3.4687832292726223e-01
3635,1.70390625e+01,3.4689193720930511e-01
3636,1.70437500e+01,3.4687802675982310e-01
3637,1.70484375e+01,3.4688981167677063e-01
3638,1.70531250e+01,3.4687178854381412e-01
3639,1.70578125e+01,3.4688919117997224e-01
3640,1.70625000e+01,3.4688055531739120e-01
3641,1.70671875e+01,3.4689273787812658e-01
3642,1.70718750e+01,3.4688674063711772e-01
3643,1.70765625e+01,3.4689600026423056e-01
3644,1.70812500e+01,3.4688397080744043e-01
3645,1.70859375e+01,3.4688983188808431e-01
3646,1.70906250e+01,3.4689062680486510e-01
3647,1.70953125e+01,3.4688758445978196e-01
3648,1.71000000e+01,3.4689631151542610e-01
3649,1.71046875e+01,3.4688575463788007e-01
3650,1.71093750e+01,3.4688926799907932e-01
3651,1.71140625e+01,3.4688923048198089e-01
3652,1.71187500e+01,3.4689332921983851e-01
3653,1.71234375e+01,3.4689452115796821e-01
3654,1.71281250e+01,3.4689989516774822e-01
3655,1.71328125e+01,3.4689801413420052e-01
3656,1.71375000e+01,3.4689486896891036e-01
3657,1.71421875e+01,3.4689553244218868e-01
3658,1.71468750e+01,3.4689438652351257e-01
3659,1.71515625e+01,3.4689873465053539e-01
3660,1.71562500e+01,3.4689763358195530e-01
3661,1.71609375e+01,3.4689728157742561e-01
3662,1.71656250e+01,3.4689132023687708e-01
3663,1.71703125e+01,3.4689252115864116e-01
3664,1.71750000e+01,3.4688307036202765e-01
3665,1.71796875e+01,3.4689324107097164e-01
3666,1.71843750e+01,3.4688577815538724e-01
3667,1.71890625e+01,3.4689624756809290e-01
3668,1.71937500e+01,3.4689422630504474e-01
3669,1.71984375e+01,3.4690693161699060e-01
3670,1.72031250e+01,3.4689180678829173e-01
3671,1.72078125e+01,3.4689803436164945e-01
3672,1.72125000e+01,3.4689463399602860e-01
3673,1.72171875e+01,3.4688992807532715e-01
3674,1.72218750e+01,3.4689009460766485e-01
3675,1.72265625e+01,3.4688999266180937e-01
3676,1.72312500e+01,3.4689150071201785e-01
3677,1.72359375e+01,3.4688663520930685e-01
3678,1.72406250e+01,3.4688899422048081e-01
3679,1.72453125e+01,3.4688434119827666e-01
3680,1.72500000e+01,3.4688910624532032e-01
3681,1.72546875e+01,3.4688339671434759e-01
3682,1.72593750e+01,3.4688765681951744e-01
3683,1.72640625e+01,3.4688920610780988e-01
3684,1.72687500e+01,3.4688382751708841e-01
3685,1.72734375e+01,3.4689037762029046e-01
3686,1.72781250e+01,3.4688509358356429e-01
3687,1.72828125e+01,3.4688778281627003e-01
3688,1.72875000e+01,3.4688169769204075e-01
3689,1.72921875e+01,3.4688918093217841e-01
3690,1.72968750e+01,3.4688949856028256e-01
3691,1.73015625e+01,3.4688931612323504e-01
3692,1.73062500e+01,3.4689226846360061e-01
3693,1.73109375e+01,3.4688231206219550e-01
3694,1.73156250e+01,3.4688992619744269e-01
3695,1.73203125e+01,3.4688211382219974e-01
3696,1.73250000e+01,3.4689484895755707e-01
3697,1.73296875e+01,3.4688135112987117e-01
3698,1.73343750e+01,3.4689595348414060e-01
3699,1.73390625e+01,3.4689508108348427e-01
3700,1.73437500e+01,3.4690115606219540e-01
3701,1.73484375e+01,3.4689601029852463e-01
3702,1.73531250e+01,3.4689553817966523e-01
3703,1.73578125e+01,3.4689039201859773e-01
3704,1.73625000e+01,3.4689969387195801e-01
3705,1.73671875e+01,3.4689120750678065e-01
3706,1.73718750e+01,3.4690157757754775e-01
3707,1.73765625e+01,3.4688991426651461e-01
3708,1.73812500e+01,3.4689827876779028e-01
3709,1.73859375e+01,3.4688675436107663e-01
3710,1.73906250e+01,3.4689365116780874e-01
3711,1.73953125e+01,3.4689582041107114e-01
3712,1.74000000e+01,3.4690476808069737e-01
3713,1.74046875e+01,3.4689209918484770e-01
3714,1.74093750e+01,3.4689650939229849e-01
3715,1.74140625e+01,3.4687482993410773e-01
3716,1.74187500e+01,3.4689726589517372e-01
3717,1.74234375e+01,3.4687574660408904e-01
3718,1.74281250e+01,3.4689925728364207e-01
3719,1.74328125e+01,3.4687312550985927e-01
3720,1.74375000e+01,3.4690086259927738e-01
3721,1.74421875e+01,3.4688198787745150e-01
3722,1.74468750e+01,3.4690292959106683e-01
3723,1.74515625e+01,3.4687592592777522e-01
3724,1.74562500e+01,3.4689809777311381e-01
3725,1.74609375e+01,3.4688132804489208e-01
3726,1.74656250e+01,3.4690521845185135e-01
3727,1.74703125e+01,3.4689024626698090e-01
3728,1.74750000e+01,3.4691371810260807e-01
3729,1.74796875e+01,3.4688582089326819e-01
3730,1.74843750e+01,3.4691213428969170e-01
3731,1.74890625e+01,3.4688412277085434e-01
3732,1.74937500e+01,3.4691316652046289e-01
3733,1.74984375e+01,3.4688369377996719e-01
3734,1.75031250e+01,3.4691321390242275e-01
3735,1.75078125e+01,3.4688320732885486e-01
3736,1.75125000e+01,3.4691033791427722e-01
3737,1.75171875e+01,3.4688320397800665e-01
3738,1.75218750e+01,3.4690554050013023e-01
3739,1.75265625e+01,3.4688272022290118e-01
3740,1.75312500e+01,3.4691060720095701e-01
3741,1.75359375e+01,3.4688918302163269e-01
3742,1.75406250e+01,3.4692071913061950e-01
3743,1.75453125e+01,3.4689598216629752e-01
3744,1.75500000e+01,3.4691106200437000e-01
3745,1.75546875e+01,3.4688478114230387e-01
3746,1.75593750e+01,3.4690705355541263e-01
3747,1.75640625e+01,3.4688881814344835e-01
3748,1.75687500e+01,3.4689760356164673e-01
3749,1.75734375e+01,3.4689556906729241e-01
3750,1.75781250e+01,3.4690385467695717e-01
3751,1.75828125e+01,3.4689299674680618e-01
3752,1.75875000e+01,3.4689582714686834e-01
3753,1.75921875e+01,3.4688684619932242e-01
3754,1.75968750e+01,3.4689299101201931e-01
3755,1.76015625e+01,3.4688071485597793e-01
3756,1.76062500e+01,3.4689348794518238e-01
3757,1.76109375e+01,3.4688449761761048e-01
3758,1.76156250e+01,3.4689260392626209e-01
3759,1.76203125e+01,3.4688746619416921e-01
3760,1.76250000e+01,3.4689350820971859e-01
3761,1.76296875e+01,3.4688785667746830e-01
3762,1.76343750e+01,3.4689154182407750e-01
3763,1.76390625e+01,3.4688992287845993e-01
3764,1.76437500e+01,3.4689474399027681e-01
3765,1.76484375e+01,3.4689715735972038e-01
3766,1.76531250e+01,3.4690117208508381e-01
3767,1.76578125e+01,3.4689937084996675e-01
3768,1.76625000e+01,3.4690094560061330e-01
3769,1.76671875e+01,3.4689879884076680e-01
3770,1.76718750e+01,3.4689793032897970e-01
3771,1.76765625e+01,3.4690324836583997e-01
3772,1.76812500e+01,3.4690688573350298e-01
3773,1.76859375e+01,3.4689943706956966e-01
3774,1.76906250e+01,3.4691106293307444e-01
3775,1.76953125e+01,3.4690298920018031e-01
3776,1.77000000e+01,3.4690475848590241e-01
3777,1.77046875e+01,3.4689781596230906e-01
3778,1.77093750e+01,3.4691039246885924e-01
3779,1.77140625e+01,3.4690772107880774e-01
3780,1.77187500e+01,3.4691470558038862e-01
3781,1.77234375e+01,3.4689607902284997e-01
3782,1.77281250e+01,3.4691680792838364e-01
3783,1.77328125e+01,3.4689713269236350e-01
3784,1.77375000e+01,3.4691697860067938e-01
3785,1.77421875e+01,3.4689078737470297e-01
3786,1.77468750e+01,3.4690779874638300e-01
3787,1.77515625e+01,3.4689270393538008e-01
3788,1.77562500e+01,3.4691569433232411e-01
3789,1.77609375e+01,3.4689063974078294e-01
3790,1.77656250e+01,3.4690851799164207e-01
