demo-340-000092-y_displacement_step,demo-340-000091-y_displacement_step,demo-340-000090-y_displacement_step
0.43153404831534925,0.41530333544546616,0.38117953319147724
0.4296541986871708,0.4112291634982893,0.3777285024800122
0.4275617579532768,0.4069635844518137,0.37421744513467126
0.4239415554659912,0.403259986172133,0.36923633930584365
0.4199450220779314,0.3999912860110352,0.3638876863294035
0.4160779494742012,0.39616967595927444,0.358570261366547
0.41199435249923677,0.3921280561364714,0.3529682213337576
0.4071954206038172,0.38835018242640007,0.34744842026587375
0.40242352528861336,0.3844411320451858,0.34183465321552997
0.39741877264264536,0.3797763174188281,0.3360788673541052
0.3918286310761888,0.37530262689304605,0.3303208485711667
0.38572393168050867,0.36958972682005686,0.3245657466693058
0.37939677211467326,0.3628227907513438,0.31766968386857075
0.3736760754399088,0.35542571114543275,0.31033480791304335
0.36697760512945676,0.3482365550771701,0.3030094415477723
0.35958148564099524,0.34034047872334716,0.2960702328449508
0.3516981238155602,0.33100836205170536,0.2883212667293006
0.3437940036983754,0.322052925213027,0.2802027699698789
0.3348502424739538,0.31321785321596385,0.27298009356803166
0.3256804614566672,0.3039040419908149,0.2652683855753878
0.31667325656058265,0.2948459557178774,0.2568950365107182
0.30723531359222533,0.2856621523130175,0.24881752410564395
0.29761102928871075,0.275680857556588,0.2408902026230394
0.287965089449301,0.2664133649116657,0.23175838867472975
0.27747438557510706,0.25690593684754204,0.22316504168342
0.26754360895824225,0.24770932287282832,0.2150261686589504
0.25747071211626193,0.2387068477647193,0.20631002411198363
0.24770778691413253,0.22937335510494694,0.1981671901257528
0.23792917852154993,0.2207987016964269,0.1902977859606273
0.22800754882139185,0.21201801943290743,0.18227180462954717
0.21887392758347712,0.20294077092484286,0.1746637273476367
0.20952077907406308,0.19483919146628514,0.16769731048462477
0.19997339102824407,0.18673060653911888,0.16023621428780965
0.19144761070792893,0.17860172410853303,0.15292562171632407
0.18307503960175275,0.17113000506031473,0.1466889465556226
0.17510146804110638,0.16361158900115014,0.14047581069228243
0.16785048520586765,0.15643664610993813,0.1343485407665791
0.1606572965631915,0.14972164921342312,0.12891637887288032
0.15386705311107496,0.14428437982796438,0.1243799044740087
0.14813745174043402,0.13876180169332397,0.12083277907932899
0.14330384402713092,0.1336477967881936,0.11684294977075627
0.13856100354037493,0.12933302180254003,0.11340434761849927
0.13434858499826563,0.12586337276884063,0.11029506185819626
0.1309913625468354,0.12363616600151672,0.10753101122054953
0.12852557135389808,0.12208999553916244,0.10540286268646348
0.1267757508064732,0.12081820000682464,0.10413973553564315
0.12604854663308995,0.12025922071343442,0.10375992493923303
0.12631535066001554,0.12057841558705096,0.10423256860568386
0.12740258982851105,0.12161379874668621,0.10567974858823248
0.12917670097108436,0.12357883523268798,0.10813278073114618
0.13177016328928992,0.12659563393222217,0.11138027310780274
0.13517398393221292,0.13033975823004906,0.11565869973581455
0.13962102227907647,0.1349773700245055,0.12104965370338172
0.14518803361027455,0.14088646297091,0.12771442391056242
0.15232972611425388,0.1479468845433668,0.13484232497528825
0.15987250144032472,0.15620364367566097,0.1429768432688555
0.16882653509645584,0.16515139421411884,0.15234951071530778
0.17946088320352993,0.17566152401056956,0.1618175443060349
0.19105710686927024,0.1874909561793051,0.17264451983139362
0.20376413918052816,0.20011241016245152,0.18499924700273718
0.21754116184144257,0.21389407730788068,0.19784054137901197
0.2319781020903554,0.2283603044693222,0.2115842293389868
0.24679593795079635,0.2432972001149042,0.2258182030963759
0.2623517864317836,0.2587013214170123,0.240290492781842
